model-1724421432,1724421446.149, 0.57, 0.2371, 0.6, 0.2315
model-1724421432,1724421446.205, 0.59, 0.2305, 0.66, 0.2224
model-1724421432,1724421446.261, 0.58, 0.2397, 0.65, 0.2092
model-1724421432,1724421446.317, 0.61, 0.2253, 0.61, 0.2194
model-1724421432,1724421446.373, 0.55, 0.2488, 0.56, 0.2447
model-1724421432,1724421446.436, 0.59, 0.2341, 0.52, 0.2533
model-1724421432,1724421446.492, 0.55, 0.2546, 0.57, 0.2374
model-1724421432,1724421446.549, 0.63, 0.2198, 0.57, 0.24
model-1724421432,1724421446.604, 0.64, 0.2269, 0.7, 0.1961
model-1724421432,1724421446.659, 0.57, 0.244, 0.61, 0.2382
model-1724421432,1724421446.714, 0.62, 0.2224, 0.65, 0.2256
model-1724421432,1724421446.77, 0.65, 0.2324, 0.65, 0.2204
model-1724421432,1724421446.833, 0.66, 0.2196, 0.64, 0.2443
model-1724421432,1724421446.887, 0.59, 0.251, 0.68, 0.2376
model-1724421432,1724421446.942, 0.63, 0.2247, 0.61, 0.2333
model-1724421432,1724421446.998, 0.71, 0.2124, 0.63, 0.2263
model-1724421432,1724421447.054, 0.64, 0.2279, 0.63, 0.2321
model-1724421432,1724421447.095, 0.58, 0.2453, 0.64, 0.2285
model-1724421432,1724421447.153, 0.59, 0.2308, 0.55, 0.2375
model-1724421432,1724421447.207, 0.61, 0.2352, 0.65, 0.2311
model-1724421432,1724421447.263, 0.72, 0.2142, 0.71, 0.2159
model-1724421432,1724421447.316, 0.59, 0.2322, 0.66, 0.2265
model-1724421432,1724421447.372, 0.67, 0.2253, 0.62, 0.2149
model-1724421432,1724421447.426, 0.6, 0.2338, 0.61, 0.2341
model-1724421432,1724421447.483, 0.63, 0.228, 0.65, 0.2223
model-1724421432,1724421447.537, 0.68, 0.2279, 0.67, 0.219
model-1724421432,1724421447.592, 0.53, 0.2483, 0.62, 0.2331
model-1724421432,1724421447.645, 0.68, 0.2085, 0.6, 0.2349
model-1724421432,1724421447.7, 0.73, 0.2038, 0.69, 0.2326
model-1724421432,1724421447.754, 0.7, 0.2152, 0.63, 0.2153
model-1724421432,1724421447.81, 0.58, 0.2466, 0.67, 0.2159
model-1724421432,1724421447.863, 0.75, 0.1803, 0.58, 0.2496
model-1724421432,1724421447.919, 0.61, 0.251, 0.62, 0.2282
model-1724421432,1724421447.972, 0.64, 0.2168, 0.65, 0.2231
model-1724421432,1724421448.028, 0.59, 0.2356, 0.69, 0.2168
model-1724421432,1724421448.082, 0.71, 0.1999, 0.62, 0.2333
model-1724421432,1724421448.143, 0.59, 0.2247, 0.72, 0.1918
model-1724421432,1724421448.204, 0.61, 0.226, 0.65, 0.2092
model-1724421432,1724421448.259, 0.57, 0.2571, 0.68, 0.2027
model-1724421432,1724421448.312, 0.72, 0.1884, 0.6, 0.2366
model-1724421432,1724421448.368, 0.55, 0.2548, 0.7, 0.2073
model-1724421432,1724421448.423, 0.68, 0.214, 0.61, 0.2262
model-1724421432,1724421448.478, 0.58, 0.254, 0.53, 0.2468
model-1724421432,1724421448.54, 0.46, 0.275, 0.67, 0.2183
model-1724421432,1724421448.6, 0.69, 0.1999, 0.6, 0.2236
model-1724421432,1724421448.653, 0.59, 0.2374, 0.67, 0.2109
model-1724421432,1724421448.707, 0.61, 0.2335, 0.59, 0.2285
model-1724421432,1724421448.76, 0.63, 0.2251, 0.55, 0.2302
model-1724421432,1724421448.818, 0.65, 0.2319, 0.66, 0.2324
model-1724421432,1724421448.872, 0.65, 0.2172, 0.63, 0.215
model-1724421432,1724421448.927, 0.67, 0.2325, 0.63, 0.2261
model-1724421432,1724421448.981, 0.71, 0.2102, 0.64, 0.2235
model-1724421432,1724421449.036, 0.61, 0.2217, 0.62, 0.2313
model-1724421432,1724421449.089, 0.64, 0.2099, 0.69, 0.2224
model-1724421432,1724421449.144, 0.65, 0.2168, 0.56, 0.2359
model-1724421432,1724421449.198, 0.74, 0.2066, 0.7, 0.2101
model-1724421432,1724421449.253, 0.6, 0.2358, 0.63, 0.2221
model-1724421432,1724421449.306, 0.66, 0.2259, 0.58, 0.2303
model-1724421432,1724421449.361, 0.62, 0.2213, 0.72, 0.2021
model-1724421432,1724421449.414, 0.68, 0.2079, 0.59, 0.2358
model-1724421432,1724421449.474, 0.63, 0.2201, 0.7, 0.2165
model-1724421432,1724421449.534, 0.62, 0.2251, 0.69, 0.2023
model-1724421432,1724421449.604, 0.68, 0.2162, 0.68, 0.2239
model-1724421432,1724421449.66, 0.75, 0.1892, 0.64, 0.2294
model-1724421432,1724421449.716, 0.61, 0.2314, 0.62, 0.2144
model-1724421432,1724421449.769, 0.59, 0.2387, 0.66, 0.2119
model-1724421432,1724421449.825, 0.68, 0.2227, 0.69, 0.2255
model-1724421432,1724421449.88, 0.68, 0.2126, 0.62, 0.2188
model-1724421432,1724421449.933, 0.6, 0.2368, 0.74, 0.1942
model-1724421432,1724421449.989, 0.58, 0.2467, 0.58, 0.2449
model-1724421432,1724421450.054, 0.66, 0.2146, 0.6, 0.2195
model-1724421432,1724421450.108, 0.69, 0.2242, 0.55, 0.2316
model-1724421432,1724421450.164, 0.67, 0.2166, 0.64, 0.215
model-1724421432,1724421450.219, 0.67, 0.2161, 0.7, 0.1961
model-1724421432,1724421450.276, 0.67, 0.21, 0.64, 0.2228
model-1724421432,1724421450.33, 0.58, 0.2361, 0.56, 0.2393
model-1724421432,1724421450.384, 0.74, 0.1941, 0.67, 0.211
model-1724421432,1724421450.438, 0.65, 0.2214, 0.65, 0.2107
model-1724421432,1724421450.492, 0.7, 0.2124, 0.57, 0.2385
model-1724421432,1724421450.545, 0.67, 0.2137, 0.62, 0.2207
model-1724421432,1724421450.604, 0.7, 0.2005, 0.66, 0.2218
model-1724421432,1724421450.657, 0.62, 0.2214, 0.67, 0.2186
model-1724421432,1724421450.711, 0.61, 0.2314, 0.61, 0.2476
model-1724421432,1724421450.763, 0.74, 0.1961, 0.57, 0.2394
model-1724421432,1724421450.819, 0.67, 0.2281, 0.6, 0.2243
model-1724421432,1724421450.874, 0.74, 0.1953, 0.69, 0.2036
model-1724421432,1724421450.928, 0.69, 0.1951, 0.71, 0.1809
model-1724421432,1724421450.986, 0.68, 0.2064, 0.6, 0.2408
model-1724421432,1724421451.062, 0.67, 0.2157, 0.63, 0.222
model-1724421432,1724421451.12, 0.65, 0.2335, 0.73, 0.1856
model-1724421432,1724421451.178, 0.71, 0.2252, 0.69, 0.2119
model-1724421432,1724421451.233, 0.67, 0.2221, 0.7, 0.2065
model-1724421432,1724421451.293, 0.71, 0.2148, 0.75, 0.1889
model-1724421432,1724421451.353, 0.69, 0.204, 0.61, 0.2227
model-1724421432,1724421451.409, 0.63, 0.2169, 0.83, 0.1571
model-1724421432,1724421451.466, 0.67, 0.2075, 0.64, 0.2255
model-1724421432,1724421451.535, 0.7, 0.2107, 0.73, 0.1885
model-1724421432,1724421451.63, 0.69, 0.1946, 0.7, 0.1937
model-1724421432,1724421451.686, 0.73, 0.197, 0.65, 0.2136
model-1724421432,1724421451.74, 0.61, 0.2297, 0.63, 0.226
model-1724421432,1724421451.797, 0.64, 0.2184, 0.65, 0.2072
model-1724421432,1724421451.852, 0.69, 0.2073, 0.78, 0.1673
model-1724421432,1724421451.906, 0.61, 0.238, 0.61, 0.2355
model-1724421432,1724421451.961, 0.76, 0.1833, 0.61, 0.2281
model-1724421432,1724421452.022, 0.77, 0.1786, 0.66, 0.2256
model-1724421432,1724421452.078, 0.74, 0.1908, 0.65, 0.205
model-1724421432,1724421452.143, 0.64, 0.2199, 0.68, 0.1997
model-1724421432,1724421452.204, 0.65, 0.2186, 0.64, 0.2301
model-1724421432,1724421452.258, 0.64, 0.2178, 0.62, 0.2262
model-1724421432,1724421452.323, 0.62, 0.2355, 0.73, 0.2041
model-1724421432,1724421452.381, 0.65, 0.2199, 0.73, 0.2069
model-1724421432,1724421452.437, 0.68, 0.2057, 0.72, 0.1793
model-1724421432,1724421452.503, 0.63, 0.239, 0.68, 0.2073
model-1724421432,1724421452.583, 0.67, 0.2146, 0.58, 0.2461
model-1724421432,1724421452.641, 0.68, 0.2066, 0.64, 0.2249
model-1724421432,1724421452.697, 0.66, 0.2195, 0.67, 0.2076
model-1724421432,1724421452.754, 0.72, 0.1901, 0.62, 0.2272
model-1724421432,1724421452.808, 0.68, 0.2035, 0.61, 0.2252
model-1724421432,1724421452.863, 0.66, 0.2123, 0.63, 0.2203
model-1724421432,1724421452.928, 0.68, 0.2154, 0.67, 0.216
model-1724421432,1724421452.987, 0.64, 0.2245, 0.79, 0.1709
model-1724421432,1724421453.042, 0.7, 0.2002, 0.72, 0.1959
model-1724421432,1724421453.099, 0.71, 0.2019, 0.72, 0.2057
model-1724421432,1724421453.154, 0.63, 0.2221, 0.76, 0.1774
model-1724421432,1724421453.212, 0.66, 0.2089, 0.69, 0.2102
model-1724421432,1724421453.266, 0.72, 0.1993, 0.63, 0.2199
model-1724421432,1724421453.321, 0.74, 0.182, 0.68, 0.1957
model-1724421432,1724421453.375, 0.64, 0.2483, 0.72, 0.186
model-1724421432,1724421453.432, 0.74, 0.1856, 0.59, 0.2406
model-1724421432,1724421453.488, 0.65, 0.2127, 0.63, 0.2011
model-1724421432,1724421453.545, 0.75, 0.191, 0.66, 0.2287
model-1724421432,1724421453.6, 0.73, 0.192, 0.69, 0.1963
model-1724421432,1724421453.657, 0.72, 0.1991, 0.65, 0.2043
model-1724421432,1724421453.734, 0.66, 0.2372, 0.63, 0.2458
model-1724421432,1724421453.798, 0.53, 0.2681, 0.67, 0.2255
model-1724421432,1724421453.862, 0.61, 0.2302, 0.73, 0.1929
model-1724421432,1724421453.922, 0.64, 0.2232, 0.69, 0.1997
model-1724421432,1724421453.977, 0.61, 0.2388, 0.59, 0.2366
model-1724421432,1724421454.032, 0.61, 0.2329, 0.66, 0.2129
model-1724421432,1724421454.086, 0.62, 0.2211, 0.6, 0.2416
model-1724421432,1724421454.144, 0.64, 0.2192, 0.65, 0.2108
model-1724421432,1724421454.23, 0.72, 0.1944, 0.61, 0.2284
model-1724421432,1724421454.287, 0.7, 0.2113, 0.67, 0.2097
model-1724421432,1724421454.358, 0.67, 0.2193, 0.67, 0.221
model-1724421432,1724421454.418, 0.68, 0.2187, 0.66, 0.2178
model-1724421432,1724421454.472, 0.61, 0.2214, 0.68, 0.2085
model-1724421432,1724421454.526, 0.66, 0.219, 0.6, 0.2299
model-1724421432,1724421454.582, 0.66, 0.212, 0.66, 0.2145
model-1724421432,1724421454.638, 0.65, 0.2312, 0.72, 0.2092
model-1724421432,1724421454.702, 0.59, 0.2366, 0.74, 0.2043
model-1724421432,1724421454.762, 0.73, 0.1998, 0.67, 0.2146
model-1724421432,1724421454.818, 0.66, 0.2131, 0.58, 0.2369
model-1724421432,1724421454.875, 0.65, 0.206, 0.62, 0.2162
model-1724421432,1724421454.93, 0.7, 0.2048, 0.78, 0.186
model-1724421432,1724421454.988, 0.7, 0.2013, 0.65, 0.2144
model-1724421432,1724421455.045, 0.7, 0.2077, 0.72, 0.1964
model-1724421432,1724421455.1, 0.69, 0.1969, 0.66, 0.2105
model-1724421432,1724421455.155, 0.71, 0.197, 0.74, 0.2065
model-1724421432,1724421455.212, 0.69, 0.2066, 0.72, 0.1941
model-1724421432,1724421455.269, 0.72, 0.1784, 0.68, 0.2045
model-1724421432,1724421455.327, 0.67, 0.204, 0.72, 0.179
model-1724421432,1724421455.39, 0.64, 0.202, 0.71, 0.1992
model-1724421432,1724421455.447, 0.67, 0.2109, 0.66, 0.2223
model-1724421432,1724421455.502, 0.77, 0.1748, 0.74, 0.1723
model-1724421432,1724421455.564, 0.7, 0.1786, 0.71, 0.1758
model-1724421432,1724421455.637, 0.74, 0.1781, 0.75, 0.1635
model-1724421432,1724421455.692, 0.64, 0.2355, 0.68, 0.2111
model-1724421432,1724421455.747, 0.7, 0.2049, 0.73, 0.1908
model-1724421432,1724421455.8, 0.64, 0.2306, 0.61, 0.2164
model-1724421432,1724421455.856, 0.71, 0.1993, 0.63, 0.2141
model-1724421432,1724421455.922, 0.8, 0.1763, 0.67, 0.2052
model-1724421432,1724421455.978, 0.77, 0.186, 0.75, 0.1758
model-1724421432,1724421456.053, 0.65, 0.2126, 0.67, 0.2068
model-1724421432,1724421456.107, 0.7, 0.2007, 0.69, 0.196
model-1724421432,1724421456.163, 0.65, 0.2289, 0.58, 0.2267
model-1724421432,1724421456.217, 0.56, 0.2335, 0.66, 0.2144
model-1724421432,1724421456.274, 0.64, 0.2496, 0.62, 0.2188
model-1724421432,1724421456.34, 0.58, 0.2424, 0.78, 0.164
model-1724421432,1724421456.397, 0.63, 0.2411, 0.76, 0.1751
model-1724421432,1724421456.454, 0.58, 0.2429, 0.68, 0.1928
model-1724421432,1724421456.511, 0.67, 0.2135, 0.7, 0.1909
model-1724421432,1724421456.565, 0.68, 0.195, 0.71, 0.1936
model-1724421432,1724421456.623, 0.64, 0.2319, 0.71, 0.1823
model-1724421432,1724421456.687, 0.61, 0.2124, 0.73, 0.1867
