model-1724421432,1724421456.745, 0.69, 0.2042, 0.71, 0.189
model-1724421432,1724421456.801, 0.65, 0.2028, 0.66, 0.2206
model-1724421432,1724421456.855, 0.68, 0.2106, 0.62, 0.2329
model-1724421432,1724421456.909, 0.79, 0.1764, 0.65, 0.2118
model-1724421432,1724421456.973, 0.67, 0.2214, 0.67, 0.2052
model-1724421432,1724421457.029, 0.57, 0.2273, 0.7, 0.1833
model-1724421432,1724421457.086, 0.73, 0.1965, 0.71, 0.1861
model-1724421432,1724421457.175, 0.66, 0.2137, 0.66, 0.2099
model-1724421432,1724421457.236, 0.55, 0.2513, 0.69, 0.1847
model-1724421432,1724421457.302, 0.73, 0.1947, 0.71, 0.185
model-1724421432,1724421457.368, 0.64, 0.2184, 0.64, 0.2229
model-1724421432,1724421457.427, 0.63, 0.2231, 0.68, 0.2017
model-1724421432,1724421457.483, 0.73, 0.1858, 0.71, 0.1932
model-1724421432,1724421457.537, 0.57, 0.2425, 0.63, 0.2231
model-1724421432,1724421457.595, 0.66, 0.2157, 0.73, 0.1939
model-1724421432,1724421457.666, 0.69, 0.2037, 0.73, 0.1911
model-1724421432,1724421457.721, 0.71, 0.2048, 0.68, 0.2
model-1724421432,1724421457.775, 0.67, 0.2, 0.73, 0.2073
model-1724421432,1724421457.83, 0.67, 0.2057, 0.65, 0.2124
model-1724421432,1724421457.883, 0.74, 0.199, 0.73, 0.1813
model-1724421432,1724421457.939, 0.72, 0.1978, 0.68, 0.205
model-1724421432,1724421457.995, 0.7, 0.1853, 0.72, 0.1906
model-1724421432,1724421458.054, 0.71, 0.1948, 0.7, 0.1958
model-1724421432,1724421458.108, 0.68, 0.2136, 0.67, 0.2159
model-1724421432,1724421458.173, 0.74, 0.1793, 0.78, 0.1656
model-1724421432,1724421458.236, 0.8, 0.1583, 0.67, 0.2088
model-1724421432,1724421458.296, 0.72, 0.192, 0.73, 0.1819
model-1724421432,1724421458.349, 0.71, 0.2032, 0.68, 0.2141
model-1724421432,1724421458.404, 0.7, 0.1985, 0.62, 0.2324
model-1724421432,1724421458.457, 0.67, 0.2031, 0.66, 0.207
model-1724421432,1724421458.511, 0.71, 0.1864, 0.73, 0.1833
model-1724421432,1724421458.566, 0.63, 0.2228, 0.69, 0.1895
model-1724421432,1724421458.623, 0.72, 0.1922, 0.7, 0.192
model-1724421432,1724421458.685, 0.58, 0.2244, 0.66, 0.2062
model-1724421432,1724421458.75, 0.74, 0.1836, 0.75, 0.1712
model-1724421432,1724421458.809, 0.75, 0.1963, 0.74, 0.1733
model-1724421432,1724421458.874, 0.66, 0.2038, 0.7, 0.2077
model-1724421432,1724421458.929, 0.71, 0.2053, 0.65, 0.2168
model-1724421432,1724421458.986, 0.65, 0.2092, 0.67, 0.199
model-1724421432,1724421459.042, 0.59, 0.2293, 0.72, 0.1866
model-1724421432,1724421459.101, 0.72, 0.1678, 0.71, 0.197
model-1724421432,1724421459.155, 0.6, 0.2282, 0.68, 0.1944
model-1724421432,1724421459.211, 0.67, 0.2027, 0.67, 0.1927
model-1724421432,1724421459.265, 0.72, 0.182, 0.65, 0.2043
model-1724421432,1724421459.332, 0.72, 0.191, 0.58, 0.2519
model-1724421432,1724421459.386, 0.62, 0.2371, 0.7, 0.1883
model-1724421432,1724421459.443, 0.72, 0.1935, 0.66, 0.2116
model-1724421432,1724421459.498, 0.76, 0.1665, 0.61, 0.2544
model-1724421432,1724421459.556, 0.58, 0.2402, 0.62, 0.2317
model-1724421432,1724421459.613, 0.65, 0.2159, 0.61, 0.2306
model-1724421432,1724421459.675, 0.71, 0.1976, 0.69, 0.1917
model-1724421432,1724421459.73, 0.77, 0.1697, 0.75, 0.1757
model-1724421432,1724421459.788, 0.65, 0.1944, 0.67, 0.1988
model-1724421432,1724421459.855, 0.73, 0.196, 0.72, 0.188
model-1724421432,1724421459.912, 0.63, 0.2133, 0.7, 0.1992
model-1724421432,1724421459.966, 0.68, 0.2067, 0.77, 0.1642
model-1724421432,1724421460.024, 0.78, 0.1599, 0.74, 0.1881
model-1724421432,1724421460.079, 0.73, 0.1998, 0.69, 0.2152
model-1724421432,1724421460.133, 0.71, 0.2076, 0.72, 0.1954
model-1724421432,1724421460.21, 0.64, 0.2031, 0.74, 0.2093
model-1724421432,1724421460.266, 0.67, 0.2219, 0.73, 0.1836
model-1724421432,1724421460.32, 0.74, 0.1709, 0.73, 0.1773
model-1724421432,1724421460.373, 0.64, 0.2197, 0.69, 0.2067
model-1724421432,1724421460.426, 0.75, 0.1711, 0.74, 0.1796
model-1724421432,1724421460.479, 0.67, 0.2241, 0.57, 0.2342
model-1724421432,1724421460.532, 0.73, 0.1784, 0.68, 0.2035
model-1724421432,1724421460.585, 0.73, 0.1856, 0.61, 0.251
model-1724421432,1724421460.638, 0.69, 0.2046, 0.73, 0.1909
model-1724421432,1724421460.69, 0.72, 0.1765, 0.63, 0.2199
model-1724421432,1724421460.744, 0.72, 0.1663, 0.66, 0.2009
model-1724421432,1724421460.802, 0.77, 0.1677, 0.6, 0.2355
model-1724421432,1724421460.862, 0.72, 0.1821, 0.64, 0.2255
model-1724421432,1724421460.915, 0.78, 0.1502, 0.69, 0.19
model-1724421432,1724421460.968, 0.59, 0.2687, 0.66, 0.2055
model-1724421432,1724421461.021, 0.7, 0.1925, 0.63, 0.2258
model-1724421432,1724421461.087, 0.68, 0.1942, 0.73, 0.1789
model-1724421432,1724421461.146, 0.68, 0.2178, 0.77, 0.1731
model-1724421432,1724421461.199, 0.71, 0.1957, 0.69, 0.2073
model-1724421432,1724421461.253, 0.68, 0.1929, 0.73, 0.172
model-1724421432,1724421461.305, 0.66, 0.2141, 0.67, 0.1984
model-1724421432,1724421461.359, 0.83, 0.1472, 0.68, 0.213
model-1724421432,1724421461.426, 0.64, 0.2201, 0.68, 0.1984
model-1724421432,1724421461.49, 0.7, 0.1826, 0.75, 0.1792
model-1724421432,1724421461.551, 0.66, 0.2057, 0.8, 0.1733
model-1724421432,1724421461.603, 0.67, 0.2186, 0.7, 0.1934
model-1724421432,1724421461.656, 0.75, 0.164, 0.7, 0.1933
model-1724421432,1724421461.709, 0.74, 0.1813, 0.7, 0.2017
model-1724421432,1724421461.764, 0.67, 0.2175, 0.73, 0.1925
model-1724421432,1724421461.823, 0.68, 0.2026, 0.7, 0.2001
model-1724421432,1724421461.883, 0.72, 0.21, 0.66, 0.2082
model-1724421432,1724421461.936, 0.71, 0.1778, 0.72, 0.1833
model-1724421432,1724421461.989, 0.65, 0.2202, 0.66, 0.2093
model-1724421432,1724421462.042, 0.71, 0.1972, 0.65, 0.2122
model-1724421432,1724421462.095, 0.66, 0.1999, 0.7, 0.1888
model-1724421432,1724421462.147, 0.79, 0.1677, 0.62, 0.2274
model-1724421432,1724421462.202, 0.72, 0.1765, 0.68, 0.2167
model-1724421432,1724421462.254, 0.78, 0.159, 0.73, 0.174
model-1724421432,1724421462.306, 0.7, 0.1965, 0.84, 0.1504
model-1724421432,1724421462.365, 0.64, 0.2251, 0.7, 0.195
model-1724421432,1724421462.424, 0.74, 0.1927, 0.71, 0.2022
model-1724421432,1724421462.505, 0.68, 0.1857, 0.8, 0.16
model-1724421432,1724421462.559, 0.74, 0.1717, 0.73, 0.1649
model-1724421432,1724421462.612, 0.67, 0.2089, 0.7, 0.1887
model-1724421432,1724421462.667, 0.72, 0.1773, 0.67, 0.2023
model-1724421432,1724421462.721, 0.69, 0.1899, 0.75, 0.1776
model-1724421432,1724421462.774, 0.63, 0.199, 0.77, 0.1862
model-1724421432,1724421462.827, 0.66, 0.2177, 0.69, 0.2147
model-1724421432,1724421462.881, 0.69, 0.2006, 0.71, 0.1905
model-1724421432,1724421462.935, 0.68, 0.1929, 0.62, 0.2518
model-1724421432,1724421462.987, 0.58, 0.2538, 0.73, 0.1771
model-1724421432,1724421463.041, 0.62, 0.2344, 0.7, 0.1854
model-1724421432,1724421463.094, 0.74, 0.1755, 0.7, 0.1927
model-1724421432,1724421463.145, 0.73, 0.1894, 0.69, 0.1995
model-1724421432,1724421463.2, 0.67, 0.2059, 0.7, 0.1836
model-1724421432,1724421463.258, 0.71, 0.212, 0.69, 0.2021
model-1724421432,1724421463.323, 0.75, 0.1914, 0.79, 0.1576
model-1724421432,1724421463.376, 0.68, 0.1895, 0.64, 0.2066
model-1724421432,1724421463.429, 0.78, 0.1632, 0.72, 0.1784
model-1724421432,1724421463.482, 0.75, 0.1857, 0.69, 0.1988
model-1724421432,1724421463.542, 0.76, 0.1821, 0.71, 0.1993
model-1724421432,1724421463.607, 0.73, 0.1919, 0.74, 0.1757
model-1724421432,1724421463.671, 0.79, 0.1547, 0.79, 0.1589
model-1724421432,1724421463.725, 0.75, 0.179, 0.66, 0.2138
model-1724421432,1724421463.783, 0.73, 0.1948, 0.7, 0.2
model-1724421432,1724421463.847, 0.83, 0.1339, 0.66, 0.213
model-1724421432,1724421463.912, 0.73, 0.1791, 0.79, 0.1589
model-1724421432,1724421463.974, 0.82, 0.1408, 0.79, 0.1805
model-1724421432,1724421464.038, 0.68, 0.1857, 0.68, 0.2326
model-1724421432,1724421464.102, 0.78, 0.1659, 0.74, 0.1692
model-1724421432,1724421464.16, 0.72, 0.1862, 0.82, 0.1271
model-1724421432,1724421464.214, 0.8, 0.1626, 0.68, 0.1963
model-1724421432,1724421464.279, 0.65, 0.2267, 0.71, 0.1933
model-1724421432,1724421464.336, 0.73, 0.1864, 0.8, 0.1449
model-1724421432,1724421464.391, 0.77, 0.1707, 0.74, 0.1745
model-1724421432,1724421464.442, 0.71, 0.1879, 0.69, 0.197
model-1724421432,1724421464.496, 0.76, 0.1774, 0.73, 0.1889
model-1724421432,1724421464.548, 0.76, 0.1756, 0.73, 0.1705
model-1724421432,1724421464.601, 0.75, 0.1822, 0.76, 0.1894
model-1724421432,1724421464.654, 0.66, 0.1939, 0.62, 0.2399
model-1724421432,1724421464.71, 0.74, 0.1807, 0.75, 0.1769
model-1724421432,1724421464.762, 0.7, 0.1998, 0.65, 0.2351
model-1724421432,1724421464.815, 0.7, 0.1834, 0.62, 0.235
model-1724421432,1724421464.868, 0.73, 0.1741, 0.79, 0.1574
model-1724421432,1724421464.927, 0.71, 0.1853, 0.72, 0.1863
model-1724421432,1724421464.986, 0.81, 0.1496, 0.8, 0.1692
model-1724421432,1724421465.04, 0.79, 0.1546, 0.69, 0.1851
model-1724421432,1724421465.097, 0.75, 0.1724, 0.73, 0.1876
model-1724421432,1724421465.162, 0.72, 0.1776, 0.8, 0.1578
model-1724421432,1724421465.225, 0.68, 0.2012, 0.74, 0.1854
model-1724421432,1724421465.279, 0.66, 0.2159, 0.83, 0.1413
model-1724421432,1724421465.331, 0.69, 0.1926, 0.69, 0.2032
model-1724421432,1724421465.389, 0.67, 0.1978, 0.82, 0.1436
model-1724421432,1724421465.441, 0.8, 0.1597, 0.75, 0.1663
model-1724421432,1724421465.494, 0.68, 0.1937, 0.6, 0.2336
model-1724421432,1724421465.552, 0.75, 0.1743, 0.73, 0.1799
model-1724421432,1724421465.618, 0.67, 0.2097, 0.75, 0.1619
model-1724421432,1724421465.673, 0.72, 0.1832, 0.72, 0.1835
model-1724421432,1724421465.733, 0.74, 0.1773, 0.77, 0.1734
model-1724421432,1724421465.791, 0.75, 0.1792, 0.71, 0.1845
model-1724421432,1724421465.844, 0.73, 0.1865, 0.8, 0.1442
model-1724421432,1724421465.901, 0.72, 0.1877, 0.7, 0.1927
model-1724421432,1724421465.958, 0.72, 0.2026, 0.67, 0.1975
model-1724421432,1724421466.013, 0.79, 0.1626, 0.69, 0.2043
model-1724421432,1724421466.067, 0.75, 0.1769, 0.73, 0.1783
model-1724421432,1724421466.12, 0.69, 0.2092, 0.78, 0.1584
model-1724421432,1724421466.173, 0.75, 0.1927, 0.75, 0.1892
model-1724421432,1724421466.226, 0.76, 0.1705, 0.7, 0.1921
model-1724421432,1724421466.28, 0.78, 0.1544, 0.79, 0.1471
model-1724421432,1724421466.332, 0.66, 0.2272, 0.77, 0.1667
model-1724421432,1724421466.385, 0.8, 0.1486, 0.75, 0.2041
model-1724421432,1724421466.437, 0.73, 0.173, 0.71, 0.1813
model-1724421432,1724421466.49, 0.77, 0.1622, 0.78, 0.1476
model-1724421432,1724421466.543, 0.73, 0.178, 0.79, 0.1428
model-1724421432,1724421466.597, 0.73, 0.1891, 0.75, 0.1802
model-1724421432,1724421466.649, 0.67, 0.2041, 0.67, 0.22
model-1724421432,1724421466.702, 0.69, 0.1908, 0.69, 0.1784
model-1724421432,1724421466.754, 0.68, 0.2029, 0.78, 0.1708
model-1724421432,1724421466.806, 0.71, 0.2049, 0.71, 0.1965
model-1724421432,1724421466.86, 0.69, 0.2064, 0.7, 0.1992
model-1724421432,1724421466.913, 0.75, 0.1834, 0.66, 0.224
model-1724421432,1724421466.972, 0.73, 0.1783, 0.75, 0.1816
model-1724421432,1724421467.031, 0.78, 0.165, 0.73, 0.1929
model-1724421432,1724421467.084, 0.73, 0.1771, 0.73, 0.1786
model-1724421432,1724421467.137, 0.73, 0.1892, 0.63, 0.2179
model-1724421432,1724421467.191, 0.71, 0.2005, 0.69, 0.1888
model-1724421432,1724421467.254, 0.71, 0.1834, 0.74, 0.1797
model-1724421432,1724421467.317, 0.76, 0.1807, 0.72, 0.1613
model-1724421432,1724421467.376, 0.66, 0.2074, 0.75, 0.1837
model-1724421432,1724421467.428, 0.73, 0.1816, 0.73, 0.1653
model-1724421432,1724421467.482, 0.73, 0.2084, 0.81, 0.1525
model-1724421432,1724421467.54, 0.63, 0.2313, 0.75, 0.1813
model-1724421432,1724421467.595, 0.78, 0.1655, 0.69, 0.1835
model-1724421432,1724421467.653, 0.79, 0.1465, 0.67, 0.2273
model-1724421432,1724421467.706, 0.65, 0.21, 0.72, 0.184
model-1724421432,1724421467.765, 0.77, 0.169, 0.69, 0.1978
model-1724421432,1724421467.817, 0.75, 0.1833, 0.73, 0.1806
model-1724421432,1724421467.876, 0.73, 0.1898, 0.78, 0.1515
model-1724421432,1724421467.935, 0.74, 0.1698, 0.77, 0.1742
model-1724421432,1724421467.986, 0.73, 0.17, 0.68, 0.1937
model-1724421432,1724421468.046, 0.68, 0.2051, 0.74, 0.1768
model-1724421432,1724421468.1, 0.79, 0.1613, 0.75, 0.17
model-1724421432,1724421468.159, 0.7, 0.183, 0.68, 0.203
model-1724421432,1724421468.217, 0.72, 0.1878, 0.7, 0.201
model-1724421432,1724421468.27, 0.68, 0.1841, 0.7, 0.1994
model-1724421432,1724421468.323, 0.76, 0.1668, 0.68, 0.1902
model-1724421432,1724421468.376, 0.78, 0.1633, 0.7, 0.1882
model-1724421432,1724421468.429, 0.86, 0.1337, 0.69, 0.2032
model-1724421432,1724421468.494, 0.67, 0.2, 0.77, 0.1721
model-1724421432,1724421468.557, 0.71, 0.193, 0.71, 0.1821
model-1724421432,1724421468.622, 0.68, 0.2085, 0.82, 0.1365
model-1724421432,1724421468.68, 0.74, 0.174, 0.75, 0.1748
model-1724421432,1724421468.734, 0.77, 0.1629, 0.74, 0.1856
model-1724421432,1724421468.785, 0.76, 0.1708, 0.75, 0.1771
model-1724421432,1724421468.837, 0.75, 0.175, 0.71, 0.1706
model-1724421432,1724421468.89, 0.78, 0.1643, 0.74, 0.1715
model-1724421432,1724421468.944, 0.69, 0.2098, 0.73, 0.1799
model-1724421432,1724421468.998, 0.63, 0.2111, 0.72, 0.1945
model-1724421432,1724421469.053, 0.68, 0.2406, 0.67, 0.1855
model-1724421432,1724421469.105, 0.7, 0.2089, 0.73, 0.1821
model-1724421432,1724421469.164, 0.64, 0.2167, 0.76, 0.1596
model-1724421432,1724421469.223, 0.62, 0.2288, 0.72, 0.1863
model-1724421432,1724421469.282, 0.74, 0.1824, 0.83, 0.1505
model-1724421432,1724421469.336, 0.74, 0.1805, 0.7, 0.194
model-1724421432,1724421469.39, 0.63, 0.2287, 0.62, 0.2134
model-1724421432,1724421469.442, 0.67, 0.2016, 0.73, 0.1924
model-1724421432,1724421469.496, 0.73, 0.1706, 0.85, 0.14
model-1724421432,1724421469.549, 0.76, 0.1817, 0.73, 0.1963
model-1724421432,1724421469.602, 0.76, 0.173, 0.75, 0.195
model-1724421432,1724421469.655, 0.77, 0.1483, 0.75, 0.1805
model-1724421432,1724421469.71, 0.74, 0.1997, 0.67, 0.1869
model-1724421432,1724421469.762, 0.59, 0.2184, 0.8, 0.1694
model-1724421432,1724421469.816, 0.77, 0.1698, 0.65, 0.2086
model-1724421432,1724421469.868, 0.69, 0.1949, 0.73, 0.1868
model-1724421432,1724421469.922, 0.63, 0.2204, 0.72, 0.1821
model-1724421432,1724421469.976, 0.76, 0.1693, 0.69, 0.1977
model-1724421432,1724421470.041, 0.67, 0.2015, 0.79, 0.1526
model-1724421432,1724421470.1, 0.74, 0.1761, 0.75, 0.1644
model-1724421432,1724421470.154, 0.78, 0.1566, 0.7, 0.188
model-1724421432,1724421470.206, 0.64, 0.2153, 0.7, 0.1824
model-1724421432,1724421470.26, 0.76, 0.1814, 0.76, 0.1604
model-1724421432,1724421470.313, 0.74, 0.1862, 0.82, 0.157
model-1724421432,1724421470.366, 0.72, 0.201, 0.76, 0.1771
model-1724421432,1724421470.418, 0.7, 0.1853, 0.69, 0.1867
model-1724421432,1724421470.472, 0.74, 0.1897, 0.7, 0.189
model-1724421432,1724421470.523, 0.73, 0.1777, 0.74, 0.1847
model-1724421432,1724421470.585, 0.76, 0.1763, 0.73, 0.1738
model-1724421432,1724421470.649, 0.72, 0.1686, 0.79, 0.1635
model-1724421432,1724421470.703, 0.75, 0.1679, 0.78, 0.1608
model-1724421432,1724421470.755, 0.69, 0.1752, 0.76, 0.1568
model-1724421432,1724421470.808, 0.79, 0.1612, 0.62, 0.2327
model-1724421432,1724421470.861, 0.76, 0.1533, 0.69, 0.1881
model-1724421432,1724421470.914, 0.71, 0.1796, 0.72, 0.1772
model-1724421432,1724421470.967, 0.72, 0.1862, 0.82, 0.1315
model-1724421432,1724421471.026, 0.75, 0.1869, 0.75, 0.1749
model-1724421432,1724421471.085, 0.74, 0.1816, 0.73, 0.1807
model-1724421432,1724421471.138, 0.75, 0.1713, 0.71, 0.1747
model-1724421432,1724421471.196, 0.71, 0.1986, 0.71, 0.1936
model-1724421432,1724421471.25, 0.8, 0.1665, 0.76, 0.1794
model-1724421432,1724421471.302, 0.63, 0.1986, 0.72, 0.174
model-1724421432,1724421471.355, 0.79, 0.1695, 0.69, 0.2078
model-1724421432,1724421471.406, 0.72, 0.1868, 0.59, 0.2472
model-1724421432,1724421471.459, 0.69, 0.1886, 0.78, 0.1746
model-1724421432,1724421471.512, 0.77, 0.1658, 0.72, 0.2006
model-1724421432,1724421471.566, 0.77, 0.1631, 0.77, 0.1721
model-1724421432,1724421471.619, 0.67, 0.2098, 0.87, 0.1312
model-1724421432,1724421471.684, 0.78, 0.1356, 0.76, 0.1929
model-1724421432,1724421471.747, 0.7, 0.1892, 0.79, 0.1664
model-1724421432,1724421471.805, 0.76, 0.1638, 0.74, 0.1831
model-1724421432,1724421471.868, 0.78, 0.1684, 0.8, 0.1588
model-1724421432,1724421471.933, 0.83, 0.1306, 0.74, 0.1851
model-1724421432,1724421471.996, 0.69, 0.2004, 0.74, 0.1809
model-1724421432,1724421472.061, 0.79, 0.1651, 0.78, 0.1527
model-1724421432,1724421472.113, 0.81, 0.1395, 0.7, 0.2036
model-1724421432,1724421472.173, 0.7, 0.1998, 0.77, 0.1759
model-1724421432,1724421472.225, 0.75, 0.1877, 0.74, 0.1834
model-1724421432,1724421472.278, 0.76, 0.187, 0.69, 0.1886
model-1724421432,1724421472.33, 0.84, 0.1353, 0.74, 0.1737
model-1724421432,1724421472.395, 0.7, 0.1815, 0.81, 0.1413
model-1724421432,1724421472.458, 0.79, 0.1624, 0.75, 0.159
model-1724421432,1724421472.514, 0.73, 0.1791, 0.71, 0.1744
model-1724421432,1724421472.566, 0.78, 0.1645, 0.64, 0.2031
model-1724421432,1724421472.619, 0.82, 0.1228, 0.65, 0.2114
model-1724421432,1724421472.671, 0.75, 0.1758, 0.78, 0.1627
model-1724421432,1724421472.712, 0.75, 0.1766, 0.73, 0.1953
model-1724421432,1724421472.768, 0.72, 0.1882, 0.75, 0.1769
model-1724421432,1724421472.822, 0.75, 0.1896, 0.67, 0.1931
model-1724421432,1724421472.877, 0.79, 0.1565, 0.68, 0.2065
model-1724421432,1724421472.93, 0.61, 0.2267, 0.7, 0.1805
model-1724421432,1724421472.985, 0.83, 0.1357, 0.65, 0.2098
model-1724421432,1724421473.041, 0.74, 0.1796, 0.71, 0.1989
model-1724421432,1724421473.094, 0.82, 0.1386, 0.82, 0.1301
model-1724421432,1724421473.146, 0.76, 0.1717, 0.65, 0.2188
model-1724421432,1724421473.205, 0.67, 0.1954, 0.64, 0.2296
model-1724421432,1724421473.263, 0.74, 0.1645, 0.64, 0.2217
model-1724421432,1724421473.328, 0.83, 0.1392, 0.84, 0.1349
model-1724421432,1724421473.385, 0.78, 0.1407, 0.77, 0.1566
model-1724421432,1724421473.443, 0.8, 0.1389, 0.72, 0.1744
model-1724421432,1724421473.506, 0.81, 0.1495, 0.72, 0.1766
model-1724421432,1724421473.559, 0.65, 0.2274, 0.79, 0.1489
model-1724421432,1724421473.612, 0.77, 0.1657, 0.76, 0.1751
model-1724421432,1724421473.667, 0.71, 0.1975, 0.69, 0.2193
model-1724421432,1724421473.719, 0.66, 0.2268, 0.71, 0.1977
model-1724421432,1724421473.772, 0.72, 0.1861, 0.72, 0.184
model-1724421432,1724421473.825, 0.7, 0.1769, 0.81, 0.1351
model-1724421432,1724421473.879, 0.66, 0.1985, 0.78, 0.1529
model-1724421432,1724421473.931, 0.83, 0.1403, 0.75, 0.1713
model-1724421432,1724421473.984, 0.71, 0.2006, 0.74, 0.1693
model-1724421432,1724421474.038, 0.75, 0.1501, 0.77, 0.1724
model-1724421432,1724421474.091, 0.76, 0.1737, 0.72, 0.1809
model-1724421432,1724421474.144, 0.69, 0.1942, 0.73, 0.185
model-1724421432,1724421474.197, 0.8, 0.1487, 0.74, 0.1719
model-1724421432,1724421474.25, 0.79, 0.1413, 0.73, 0.1743
model-1724421432,1724421474.304, 0.67, 0.1877, 0.75, 0.1758
model-1724421432,1724421474.356, 0.79, 0.1507, 0.76, 0.1695
model-1724421432,1724421474.416, 0.7, 0.1899, 0.71, 0.1758
model-1724421432,1724421474.479, 0.75, 0.163, 0.76, 0.1651
model-1724421432,1724421474.539, 0.73, 0.1787, 0.78, 0.1747
model-1724421432,1724421474.59, 0.77, 0.1731, 0.75, 0.1954
model-1724421432,1724421474.644, 0.71, 0.1884, 0.77, 0.1713
model-1724421432,1724421474.696, 0.81, 0.1509, 0.75, 0.1707
model-1724421432,1724421474.751, 0.77, 0.1557, 0.64, 0.1981
model-1724421432,1724421474.803, 0.8, 0.1456, 0.72, 0.1814
model-1724421432,1724421474.868, 0.74, 0.1629, 0.73, 0.1757
model-1724421432,1724421474.933, 0.66, 0.2255, 0.67, 0.1984
model-1724421432,1724421474.988, 0.74, 0.1697, 0.7, 0.1884
model-1724421432,1724421475.041, 0.73, 0.1665, 0.74, 0.1801
model-1724421432,1724421475.094, 0.76, 0.1679, 0.78, 0.1705
model-1724421432,1724421475.147, 0.71, 0.1958, 0.79, 0.1466
model-1724421432,1724421475.206, 0.77, 0.1557, 0.82, 0.1355
model-1724421432,1724421475.259, 0.7, 0.1771, 0.72, 0.1888
model-1724421432,1724421475.312, 0.75, 0.1627, 0.68, 0.1922
model-1724421432,1724421475.365, 0.67, 0.1989, 0.73, 0.17
model-1724421432,1724421475.425, 0.73, 0.192, 0.74, 0.1618
model-1724421432,1724421475.488, 0.73, 0.1762, 0.73, 0.182
model-1724421432,1724421475.553, 0.68, 0.1892, 0.69, 0.1866
model-1724421432,1724421475.616, 0.68, 0.2015, 0.69, 0.1931
model-1724421432,1724421475.671, 0.78, 0.1488, 0.71, 0.1836
model-1724421432,1724421475.723, 0.74, 0.166, 0.82, 0.1312
model-1724421432,1724421475.777, 0.76, 0.1658, 0.66, 0.207
model-1724421432,1724421475.829, 0.72, 0.1785, 0.74, 0.1819
model-1724421432,1724421475.888, 0.76, 0.1727, 0.78, 0.1572
model-1724421432,1724421475.95, 0.76, 0.1647, 0.82, 0.1473
model-1724421432,1724421476.004, 0.85, 0.1109, 0.77, 0.1602
model-1724421432,1724421476.058, 0.8, 0.1524, 0.74, 0.1928
model-1724421432,1724421476.113, 0.8, 0.1514, 0.73, 0.1882
model-1724421432,1724421476.166, 0.75, 0.1866, 0.69, 0.1959
model-1724421432,1724421476.225, 0.81, 0.1417, 0.74, 0.166
model-1724421432,1724421476.281, 0.78, 0.16, 0.69, 0.188
model-1724421432,1724421476.336, 0.71, 0.1809, 0.75, 0.187
model-1724421432,1724421476.394, 0.85, 0.1161, 0.68, 0.2072
model-1724421432,1724421476.45, 0.74, 0.1669, 0.75, 0.1778
model-1724421432,1724421476.502, 0.82, 0.1447, 0.75, 0.182
model-1724421432,1724421476.56, 0.77, 0.1555, 0.73, 0.1955
model-1724421432,1724421476.623, 0.8, 0.1488, 0.77, 0.147
model-1724421432,1724421476.677, 0.77, 0.1672, 0.8, 0.1584
model-1724421432,1724421476.73, 0.76, 0.1639, 0.7, 0.1983
model-1724421432,1724421476.783, 0.75, 0.165, 0.73, 0.1682
model-1724421432,1724421476.836, 0.78, 0.1782, 0.8, 0.156
model-1724421432,1724421476.889, 0.75, 0.1697, 0.73, 0.1938
model-1724421432,1724421476.941, 0.7, 0.1795, 0.77, 0.1696
model-1724421432,1724421477.017, 0.73, 0.1557, 0.76, 0.16
model-1724421432,1724421477.069, 0.79, 0.1483, 0.78, 0.1548
model-1724421432,1724421477.123, 0.78, 0.1536, 0.8, 0.1308
model-1724421432,1724421477.175, 0.78, 0.1621, 0.73, 0.1857
model-1724421432,1724421477.227, 0.81, 0.1357, 0.77, 0.1658
model-1724421432,1724421477.28, 0.7, 0.1874, 0.81, 0.1633
model-1724421432,1724421477.334, 0.81, 0.1502, 0.67, 0.2112
model-1724421432,1724421477.391, 0.77, 0.1578, 0.75, 0.1664
model-1724421432,1724421477.444, 0.72, 0.1681, 0.88, 0.1246
model-1724421432,1724421477.496, 0.77, 0.1374, 0.82, 0.1292
model-1724421432,1724421477.549, 0.77, 0.1441, 0.81, 0.1425
model-1724421432,1724421477.601, 0.73, 0.1613, 0.71, 0.1914
model-1724421432,1724421477.655, 0.71, 0.1766, 0.74, 0.18
model-1724421432,1724421477.707, 0.69, 0.1944, 0.76, 0.1663
model-1724421432,1724421477.766, 0.68, 0.2001, 0.77, 0.1644
model-1724421432,1724421477.824, 0.75, 0.1722, 0.77, 0.1514
model-1724421432,1724421477.883, 0.72, 0.1785, 0.69, 0.1933
model-1724421432,1724421477.936, 0.82, 0.1448, 0.8, 0.1628
model-1724421432,1724421478.0, 0.77, 0.1644, 0.68, 0.1917
model-1724421432,1724421478.057, 0.79, 0.1615, 0.66, 0.2105
model-1724421432,1724421478.11, 0.64, 0.2118, 0.79, 0.1544
model-1724421432,1724421478.162, 0.74, 0.1733, 0.73, 0.1653
model-1724421432,1724421478.217, 0.75, 0.1677, 0.76, 0.1599
model-1724421432,1724421478.268, 0.76, 0.1735, 0.72, 0.1731
model-1724421432,1724421478.323, 0.79, 0.1559, 0.83, 0.1444
model-1724421432,1724421478.375, 0.81, 0.1621, 0.84, 0.1323
model-1724421432,1724421478.429, 0.73, 0.1814, 0.81, 0.132
model-1724421432,1724421478.482, 0.79, 0.1561, 0.74, 0.1672
model-1724421432,1724421478.535, 0.77, 0.1601, 0.79, 0.1454
model-1724421432,1724421478.588, 0.72, 0.1847, 0.76, 0.1549
model-1724421432,1724421478.642, 0.72, 0.1717, 0.81, 0.1315
